,park_name,census_tract,ct,household,median_income
1825,Public Place,"1400000US36047118800,",['1400000US36047118800'],1259,30699.0
1826,Paul Raimonda Playground,"1400000US36081012301,",['1400000US36081012301'],1111,84026.0
1827,Shield Of Faith,"1400000US36047119200,",['1400000US36047119200'],1014,43182.0
1828,Locust Manor Playground,"1400000US36081037600,",['1400000US36081037600'],1804,72198.0
1829,City Line Park,"1400000US36047119600,1400000US36047119000,","['1400000US36047119600', '1400000US36047119000']",2438,31340.0
1830,Rockaway Beach Boardwalk,"1400000US36081094203,1400000US36081095400,1400000US36081094201,1400000US36081093800,","['1400000US36081094203', '1400000US36081095400', '1400000US36081094201', '1400000US36081093800']",7601,55213.5
1831,Brooklyn Heights Promenade,"1400000US36047000301,1400000US36047000100,","['1400000US36047000301', '1400000US36047000100']",4021,86241.0
1832,Hollis Court Malls,"1400000US36081054200,1400000US36081054800,","['1400000US36081054200', '1400000US36081054800']",2091,71774.0
1833,Socrates Sculpture Park,"1400000US36081003700,",['1400000US36081003700'],0,
1834,Skyline Playground,"1400000US36085007700,",['1400000US36085007700'],445,51595.0
1835,Cuyler Gore Park,"1400000US36047017900,",['1400000US36047017900'],1539,45947.0
1836,Goodwin Gardens,"1400000US36047039500,",['1400000US36047039500'],1162,27870.0
1837,Cedar Tree Garden,"1400000US36047023300,",['1400000US36047023300'],1904,33141.0
1838,New Dorp Park,"1400000US36085013400,",['1400000US36085013400'],1477,73328.0
1839,St. Ann's Block Association Garden,"1400000US36005007500,",['1400000US36005007500'],2035,25452.0
1840,Allison Pond Park,"1400000US36085006700,",['1400000US36085006700'],998,94583.0
1841,Rolf Henry Playground,"1400000US36047080400,",['1400000US36047080400'],1253,31941.0
1842,Silver Lake Park Zone 1,"1400000US36085005900,",['1400000US36085005900'],1122,100645.0
1843,Watson Gleason Playground,"1400000US36005006800,",['1400000US36005006800'],974,47232.0
1844,Phyliss Post Goodman Park,"1400000US36005029302,",['1400000US36005029302'],2567,94695.0
1845,Clumber Corner,"1400000US36047002100,",['1400000US36047002100'],1725,208036.0
1846,Hamilton Fish Park,"1400000US36061002201,",['1400000US36061002201'],3009,34988.0
1847,Harris Garden,"1400000US36061023501,",['1400000US36061023501'],2505,34846.0
1848,Jacob H. Schiff Playground,"1400000US36061022301,",['1400000US36061022301'],2380,37500.0
1849,Lot,"1400000US36047001300,1400000US36005019500,1400000US36047035200,1400000US36047054900,","['1400000US36047001300', '1400000US36005019500', '1400000US36047035200', '1400000US36047054900']",5436,54315.0
1850,Herbert Von King Park,"1400000US36047026300,",['1400000US36047026300'],840,39861.0
1851,Stars Of Hope,"1400000US36047024500,",['1400000US36047024500'],1575,51605.0
1852,Fresh Creek Nature Preserve,"1400000US36047105804,1400000US36047101800,","['1400000US36047105804', '1400000US36047101800']",3798,50658.0
1853,Pier 107 CVII,"1400000US36061016200,",['1400000US36061016200'],3890,21577.0
1854,Kennedy Playground,"1400000US36081109700,",['1400000US36081109700'],635,100089.0
1855,Travis Triangle,"1400000US36081115700,",['1400000US36081115700'],1218,53636.0
1856,Alley Park,"1400000US36081137700,1400000US36081138502,","['1400000US36081137700', '1400000US36081138502']",2329,61292.0
1857,Seaside Playground,"1400000US36081093800,",['1400000US36081093800'],2174,61742.0
1858,Clove Lakes Park,"1400000US36085014700,",['1400000US36085014700'],1384,82917.0
1859,Bridge and Tunnel Park,"1400000US36081000700,",['1400000US36081000700'],2953,93670.0
1860,Santos White Garden,"1400000US36047032600,",['1400000US36047032600'],2330,20833.0
1861,Triborough Bridge Playground B,"1400000US36081009500,",['1400000US36081009500'],999,60960.0
1862,Triborough Bridge Playground E,"1400000US36081009500,",['1400000US36081009500'],999,60960.0
1863,Queensboro Oval,"1400000US36061010602,",['1400000US36061010602'],2366,120053.0
1864,Family Community Garden,"1400000US36061017200,1400000US36047112000,","['1400000US36061017200', '1400000US36047112000']",3254,28262.0
1865,Trygve Lie Plaza,"1400000US36061008800,",['1400000US36061008800'],4555,100179.0
1866,Imagination Playground,"1400000US36061001502,",['1400000US36061001502'],3090,133209.0
1867,Mercer Playground,"1400000US36061005501,",['1400000US36061005501'],2159,134417.0
1868,Merriam Plgd. (lower),"1400000US36005020100,",['1400000US36005020100'],1307,24160.0
1869,Cherry Tree Park,"1400000US36061016400,",['1400000US36061016400'],2602,33493.0
1870,Nassau Mall South,"1400000US36081152902,",['1400000US36081152902'],2185,86552.0
1871,Old Town Playground,"1400000US36085006400,",['1400000US36085006400'],1120,52000.0
1872,Boerum Park,"1400000US36047006900,",['1400000US36047006900'],1622,131284.0
1873,Ravenswood Playground,"1400000US36081004300,",['1400000US36081004300'],1040,18594.0
1874,Blood Root Valley,"1400000US36085027302,1400000US36085018100,1400000US36085027900,","['1400000US36085027302', '1400000US36085018100', '1400000US36085027900']",2904,91144.0
1875,Bailey Playground,"1400000US36005027900,",['1400000US36005027900'],2605,55573.0
1876,Martin Luther King Triangle,"1400000US36005008300,1400000US36005021100,","['1400000US36005008300', '1400000US36005021100']",3934,21771.0
1877,P.S. 186,"1400000US36047027400,",['1400000US36047027400'],1004,42266.0
1878,Fordham Landing Playground,"1400000US36005026900,",['1400000US36005026900'],1371,33365.0
1879,Whitestone Playground,"1400000US36081098700,",['1400000US36081098700'],910,71250.0
1880,Columbus Park,"1400000US36061002900,1400000US36047001100,","['1400000US36061002900', '1400000US36047001100']",2706,69287.5
1881,Madison Square Park,"1400000US36061005600,",['1400000US36061005600'],1678,115521.0
1882,Block Association #81,"1400000US36081019800,",['1400000US36081019800'],776,40658.0
1883,Franklin Triangle,"1400000US36005018500,",['1400000US36005018500'],2439,26496.0
1884,Peace Park,"1400000US36005022901,",['1400000US36005022901'],1716,24115.0
1885,Duane Park,"1400000US36061003900,",['1400000US36061003900'],2528,135250.0
1886,Muller Triangle,"1400000US36005040100,",['1400000US36005040100'],1542,33487.0
1887,Garden,"1400000US36047029900,1400000US36081099200,1400000US36047092000,1400000US36061023502,1400000US36085017600,","['1400000US36047029900', '1400000US36081099200', '1400000US36047092000', '1400000US36061023502', '1400000US36085017600']",5706,45230.2
1888,Pleasant Plains Plaza,"1400000US36085022600,",['1400000US36085022600'],2733,93589.0
1889,P.S. 238,"1400000US36047042000,",['1400000US36047042000'],519,42969.0
1890,Breininger Park,"1400000US36081162100,",['1400000US36081162100'],2035,67425.0
1891,Prall Playground,"1400000US36085012500,",['1400000US36085012500'],930,82155.0
1892,The Public Theater,"1400000US36061005700,",['1400000US36061005700'],1654,150833.0
1893,Samuel H. Young Park,"1400000US36005028400,",['1400000US36005028400'],41,
1894,Woodruff Playground,"1400000US36047122000,",['1400000US36047122000'],2110,43125.0
1895,Flagship Park,"1400000US36081077300,",['1400000US36081077300'],1081,73566.0
1896,Donnellan Square,"1400000US36061023100,",['1400000US36061023100'],2649,45262.0
1897,Concerned Residents of Barbey Street,"1400000US36047115000,",['1400000US36047115000'],908,40104.0
1898,Playground 286,"1400000US36047059600,",['1400000US36047059600'],1105,61422.0
1899,Dugan Playground,"1400000US36085012806,",['1400000US36085012806'],2450,70505.0
1900,Clinton Playground,"1400000US36005016300,",['1400000US36005016300'],0,
1901,DeSalvio Playground,"1400000US36061004100,",['1400000US36061004100'],3323,59570.0
1902,P.S. 306,"1400000US36005021700,",['1400000US36005021700'],1675,22721.0
1903,Gilbert Ramirez Park,"1400000US36047048500,",['1400000US36047048500'],963,85924.0
1904,The Secret Garden,"1400000US36061002601,",['1400000US36061002601'],1539,43854.0
1905,P.S. 62,"1400000US36081011000,",['1400000US36081011000'],872,70597.0
1906,Reiff Playground,"1400000US36081052100,",['1400000US36081052100'],661,60260.0
1907,Miele Park,"1400000US36005018400,",['1400000US36005018400'],1421,60518.0
1908,Parade Ground North,"1400000US36005043500,",['1400000US36005043500'],17,42750.0
1909,Sunners Playground,"1400000US36047072200,",['1400000US36047072200'],964,61286.0
1910,P.S. 164,"1400000US36047023200,",['1400000US36047023200'],1371,33801.0
1911,P.S. 161,"1400000US36047031900,",['1400000US36047031900'],1335,40744.0
1912,Bruckner Playground,"1400000US36005015200,",['1400000US36005015200'],871,70162.0
1913,Hull Street Garden,"1400000US36047036900,",['1400000US36047036900'],1817,31059.0
1914,Dante Park,"1400000US36061014900,",['1400000US36061014900'],3039,154972.0
1915,Marcy Playground,"1400000US36047025500,",['1400000US36047025500'],1820,22500.0
1916,Garden Playground,"1400000US36047038900,",['1400000US36047038900'],1152,47059.0
1917,St. Nicholas - Powers St. Garden,"1400000US36047048100,",['1400000US36047048100'],1360,72717.0
1918,Lady Moody Triangle,"1400000US36047039800,",['1400000US36047039800'],873,52721.0
1919,Rev. Linnette C Williamson Memorial Park,"1400000US36061020800,",['1400000US36061020800'],2077,42220.0
1920,Grassmere Playground,"1400000US36081099801,",['1400000US36081099801'],2243,61434.0
1921,St. John's Recreation Center,"1400000US36047034500,",['1400000US36047034500'],1091,31701.0
1922,Rainbow Garden,"1400000US36005014100,",['1400000US36005014100'],1928,32500.0
1923,Adam Clayton Powell Jr. Malls,"1400000US36061021600,1400000US36061021800,","['1400000US36061021600', '1400000US36061021800']",6125,46702.5
1924,Dongan Playground,"1400000US36085011201,",['1400000US36085011201'],1984,83913.0
1925,Garrison Park,"1400000US36005011502,",['1400000US36005011502'],1360,21765.0
1926,Sumner Playground,"1400000US36047028502,",['1400000US36047028502'],1172,15135.0
1927,Wishing Well Garden,"1400000US36005008700,",['1400000US36005008700'],1889,29188.0
1928,Hester St Plgd,"1400000US36061001600,",['1400000US36061001600'],3028,31452.0
1929,Broad Channel American Park,"1400000US36081107201,",['1400000US36081107201'],838,71667.0
1930,Joan Of Arc Park,"1400000US36061018300,1400000US36061017900,","['1400000US36061018300', '1400000US36061017900']",8948,88476.5
1931,Wright Brothers Playground,"1400000US36061023900,",['1400000US36061023900'],1049,41036.0
1932,Sumpter Community Garden,"1400000US36047037900,",['1400000US36047037900'],1391,40412.0
1933,Prospect Heights Community Farm,"1400000US36047020500,",['1400000US36047020500'],1322,78000.0
1934,Allied Productions/Le Petit Versailles,"1400000US36061002202,",['1400000US36061002202'],1030,68750.0
1935,East Flatbush Children's Park,"1400000US36047088200,",['1400000US36047088200'],2600,46750.0
1936,Walton Walk,"1400000US36005022701,",['1400000US36005022701'],1829,29426.0
1937,Veterns Circle,"1400000US36081093402,",['1400000US36081093402'],1618,70577.0
1938,Tecumseh Playground,"1400000US36061016100,",['1400000US36061016100'],3610,126727.0
1939,Palmer Inlet,"1400000US36005027402,",['1400000US36005027402'],1302,71849.0
1940,Amboy Neighborhood Center,"1400000US36047090200,",['1400000US36047090200'],881,42734.0
1941,Convent Garden,"1400000US36061023501,",['1400000US36061023501'],2505,34846.0
1942,West 4th Street Courts,"1400000US36061006500,",['1400000US36061006500'],3041,97718.0
1943,Dr. Green Playground,"1400000US36047091200,",['1400000US36047091200'],2329,20360.0
1944,Alley Athletic Playground,"1400000US36081156700,",['1400000US36081156700'],246,57500.0
1945,Nellie Bly Park,"1400000US36047030400,",['1400000US36047030400'],1473,37837.0
1946,Glenwood Houses,"1400000US36047094402,",['1400000US36047094402'],1203,23417.0
1947,Community Of Poor People In Action,"1400000US36061002201,",['1400000US36061002201'],3009,34988.0
1948,Diamante Garden,"1400000US36061018800,",['1400000US36061018800'],2298,29146.0
1949,Gutenberg Playground,"1400000US36061012700,",['1400000US36061012700'],3897,69578.0
1950,Lafayette Playground,"1400000US36047028900,1400000US36047030000,","['1400000US36047028900', '1400000US36047030000']",2565,52092.5
1951,Clearview's Tail,"1400000US36081049200,",['1400000US36081049200'],1739,54432.0
1952,Wards Island Park,"1400000US36061024000,",['1400000US36061024000'],0,
1953,Dr. Gertrude B. Kelly Playground,"1400000US36061008300,",['1400000US36061008300'],1986,69303.0
1954,Tompkins Square Park,"1400000US36061003200,",['1400000US36061003200'],4471,71033.0
1955,Junction Playground,"1400000US36081037500,",['1400000US36081037500'],900,45655.0
1956,132 St Block Association Park,"1400000US36061022600,",['1400000US36061022600'],1795,36627.0
1957,Herbal Garden,"1400000US36047115000,",['1400000US36047115000'],908,40104.0
1958,Good Shepherds Garden,"1400000US36047116400,",['1400000US36047116400'],894,40357.0
1959,First Park,"1400000US36061003602,",['1400000US36061003602'],1414,81250.0
1960,Cypress Hills Playground,"1400000US36047121000,",['1400000US36047121000'],1526,17139.0
1961,P.S./I.S. 194,"1400000US36005009600,",['1400000US36005009600'],723,41250.0
1962,Starlight Park,"1400000US36005015700,",['1400000US36005015700'],1289,33785.0
1963,Memorial Gore (t),"1400000US36047047700,",['1400000US36047047700'],1742,86932.0
1964,Park Of The Americas,"1400000US36081040500,",['1400000US36081040500'],809,42557.0
1965,Bar and Grill Park,"1400000US36047002100,",['1400000US36047002100'],1725,208036.0
1966,Pratt Playground,"1400000US36047019300,",['1400000US36047019300'],2143,54369.0
1967,5th St Slope Garden,"1400000US36061002601,",['1400000US36061002601'],1539,43854.0
1968,Seth Low Playground/ Bealin Square,"1400000US36047043000,",['1400000US36047043000'],1285,34729.0
1969,Sunrise Playground,"1400000US36081066400,",['1400000US36081066400'],2892,88162.0
1970,North 5th Street Pier,"1400000US36047055500,",['1400000US36047055500'],2574,108190.0
1971,The Pearly Gates,"1400000US36005020200,",['1400000US36005020200'],847,38487.0
1972,William Simmons Community Garden Club,"1400000US36081044000,",['1400000US36081044000'],1048,52237.0
1973,Pierrepont Playground,"1400000US36047000301,",['1400000US36047000301'],1859,101544.0
1974,Fairview Park,"1400000US36085022600,",['1400000US36085022600'],2733,93589.0
1975,Kosciuszko Pool,"1400000US36047025300,",['1400000US36047025300'],1131,43491.0
1976,Greenwood Playground,"1400000US36047050000,1400000US36047150200,","['1400000US36047050000', '1400000US36047150200']",2508,89563.0
1977,Laurelton Parkway,"1400000US36081063800,1400000US36081061602,1400000US36081062200,1400000US36081061400,1400000US36081064600,","['1400000US36081063800', '1400000US36081061602', '1400000US36081062200', '1400000US36081061400', '1400000US36081064600']",3312,91370.8
1978,Stapleton Playground,"1400000US36085002900,",['1400000US36085002900'],1847,30096.0
1979,Grady Playground,"1400000US36047036600,",['1400000US36047036600'],1389,36487.0
1980,North Rochdale Playground,"1400000US36081033402,",['1400000US36081033402'],5977,45991.0
1981,Schiff Malls,"1400000US36061001800,",['1400000US36061001800'],3118,59416.0
1982,Campos Garden,"1400000US36061002800,",['1400000US36061002800'],3292,30056.0
1983,Jackie Robinson,"1400000US36061023100,",['1400000US36061023100'],2649,45262.0
1984,Sergeant Colyer Square,"1400000US36081018000,",['1400000US36081018000'],374,60417.0
1985,Sternberg Park,"1400000US36047051100,",['1400000US36047051100'],1717,31047.0
1986,St Michaels Playground,"1400000US36081029700,",['1400000US36081029700'],726,55536.0
1987,Tudor Park,"1400000US36081005800,",['1400000US36081005800'],1982,72639.0
1988,Jerome Slope,"1400000US36005018900,1400000US36005019300,","['1400000US36005018900', '1400000US36005019300']",4861,22223.5
1989,Bealin Square,"1400000US36047043000,",['1400000US36047043000'],1285,34729.0
1990,Sunshine Community Garden,"1400000US36047050500,",['1400000US36047050500'],1962,30216.0
1991,Colonel Charles Young Triangle,"1400000US36061023600,",['1400000US36061023600'],2968,36540.0
1992,Fisher Pool,"1400000US36081036300,",['1400000US36081036300'],599,52841.0
1993,Dimattina Playground,"1400000US36047006300,1400000US36047005900,","['1400000US36047006300', '1400000US36047005900']",1495,77378.5
1994,104th St. Softball Field,"1400000US36061019100,",['1400000US36061019100'],4652,83188.0
1995,P.S. 223,"1400000US36081018401,",['1400000US36081018401'],649,59493.0
1996,"Saratoga Square Urban Renewal Area, Site 164","1400000US36047037100,",['1400000US36047037100'],1629,46641.0
